,code_module,code_presentation,id_student,id_site,date,sum_click
10500060,GGG,2014B,2067555,798681,168,4
10500061,GGG,2014B,2067555,798682,168,17
10500062,GGG,2014B,2067555,798681,168,14
10500063,GGG,2014B,2081937,798622,168,2
10500064,GGG,2014B,2081937,798678,168,2
10500065,GGG,2014B,633979,798622,168,2
10500066,GGG,2014B,634234,798620,168,7
10500067,GGG,2014B,634234,798620,168,5
10500068,GGG,2014B,634234,798622,168,3
10500069,GGG,2014B,634234,798618,168,4
10500070,GGG,2014B,634234,798618,168,3
10500071,GGG,2014B,634404,798832,168,1
10500072,GGG,2014B,634404,798633,168,10
10500073,GGG,2014B,634404,798633,168,1
10500074,GGG,2014B,634404,798633,168,1
10500075,GGG,2014B,634404,798633,168,2
10500076,GGG,2014B,634404,798633,168,1
10500077,GGG,2014B,634404,798635,168,1
10500078,GGG,2014B,634404,798635,168,1
10500079,GGG,2014B,634404,798635,168,1
10500080,GGG,2014B,634404,798635,168,1
10500081,GGG,2014B,634404,798687,168,6
10500082,GGG,2014B,634404,798675,168,13
10500083,GGG,2014B,634404,798678,168,2
10500084,GGG,2014B,634404,798675,168,1
10500085,GGG,2014B,634404,798635,168,6
10500086,GGG,2014B,634404,798633,168,1
10500087,GGG,2014B,634404,798635,168,1
10500088,GGG,2014B,634404,798622,168,9
10500089,GGG,2014B,634404,798674,168,10
10500090,GGG,2014B,634470,798832,168,2
10500091,GGG,2014B,634470,798677,168,1
10500092,GGG,2014B,634470,798622,168,3
10500093,GGG,2014B,634986,798622,168,2
10500094,GGG,2014B,634986,798620,168,2
10500095,GGG,2014B,634986,798620,168,6
10500096,GGG,2014B,633417,798620,168,3
10500097,GGG,2014B,633417,798620,168,2
10500098,GGG,2014B,633417,798622,168,4
10500099,GGG,2014B,633118,798620,168,3
10500100,GGG,2014B,633118,798622,168,2
10500101,GGG,2014B,633118,798620,168,3
10500102,GGG,2014B,633685,798620,168,5
10500103,GGG,2014B,633685,798622,168,1
10500104,GGG,2014B,633685,798726,168,1
10500105,GGG,2014B,633685,798620,168,3
10500106,GGG,2014B,632152,798622,168,3
10500107,GGG,2014B,631935,798633,168,1
10500108,GGG,2014B,631935,798636,168,1
10500109,GGG,2014B,631935,798636,168,6
10500110,GGG,2014B,631935,798672,168,1
10500111,GGG,2014B,631935,798633,168,12
10500112,GGG,2014B,631935,798674,168,13
10500113,GGG,2014B,631935,798636,168,16
10500114,GGG,2014B,631935,798633,168,6
10500115,GGG,2014B,631935,798633,168,2
10500116,GGG,2014B,631935,798636,168,1
10500117,GGG,2014B,631935,798672,168,11
10500118,GGG,2014B,631935,798636,168,1
10500119,GGG,2014B,631935,798636,168,2
10500120,GGG,2014B,631935,798622,168,6
10500121,GGG,2014B,631935,798633,168,3
10500122,GGG,2014B,631935,798633,168,1
10500123,GGG,2014B,630946,798668,168,5
10500124,GGG,2014B,630946,798689,168,3
10500125,GGG,2014B,630946,798668,168,4
10500126,GGG,2014B,630946,798681,168,1
10500127,GGG,2014B,630946,798622,168,8
10500128,GGG,2014B,630946,798678,168,3
10500129,GGG,2014B,630946,798680,168,1
10500130,GGG,2014B,631454,798681,168,3
10500131,GGG,2014B,631454,798622,168,1
10500132,GGG,2014B,631454,798694,168,4
10500133,GGG,2014B,631454,798681,168,17
10500134,GGG,2014B,632936,798678,168,1
10500135,GGG,2014B,632936,798622,168,2
10500136,GGG,2014B,632675,798622,168,1
10500137,GGG,2014B,632687,798832,168,1
10500138,GGG,2014B,632687,798688,168,3
10500139,GGG,2014B,632687,798622,168,3
10500140,GGG,2014B,632687,798754,168,1
10500141,GGG,2014B,632989,798678,168,3
10500142,GGG,2014B,632989,798622,168,1
10500143,GGG,2014B,632577,798620,168,4
10500144,GGG,2014B,632559,798678,168,2
10500145,GGG,2014B,632577,798620,168,5
10500146,GGG,2014B,632577,798622,168,1
10500147,GGG,2014B,632559,798622,168,1
10500148,GGG,2014B,632512,798637,168,2
10500149,GGG,2014B,632512,798681,168,1
10500150,GGG,2014B,632512,798681,168,1
10500151,GGG,2014B,632512,798637,168,1
10500152,GGG,2014B,632512,798752,168,1
10500153,GGG,2014B,632512,798637,168,1
10500154,GGG,2014B,632512,798637,168,1
10500155,GGG,2014B,632512,798622,168,3
10500156,GGG,2014B,632512,798637,168,1
10500157,GGG,2014B,632512,798637,168,1
10500158,GGG,2014B,632485,798689,168,2
10500159,GGG,2014B,632485,798622,168,1
10500160,GGG,2014B,624321,798622,168,1
10500161,GGG,2014B,626159,798689,168,1
10500162,GGG,2014B,626159,798831,168,1
10500163,GGG,2014B,626159,798668,168,1
10500164,GGG,2014B,626159,798622,168,12
10500165,GGG,2014B,626159,798620,168,6
10500166,GGG,2014B,626159,798668,168,1
10500167,GGG,2014B,626159,798620,168,5
10500168,GGG,2014B,625912,798832,168,1
10500169,GGG,2014B,625912,798758,168,1
10500170,GGG,2014B,625912,798622,168,2
10500171,GGG,2014B,625912,798672,168,1
10500172,GGG,2014B,625912,798672,168,1
10500173,GGG,2014B,626023,798671,168,2
10500174,GGG,2014B,626023,798622,168,1
10500175,GGG,2014B,627264,798618,168,1
10500176,GGG,2014B,627264,798622,168,1
10500177,GGG,2014B,627530,798622,168,2
10500178,GGG,2014B,627530,798689,168,2
10500179,GGG,2014B,627217,798622,168,5
10500180,GGG,2014B,627217,798620,168,2
10500181,GGG,2014B,627217,798620,168,1
10500182,GGG,2014B,627217,798620,168,3
10500183,GGG,2014B,624777,798622,168,2
10500184,GGG,2014B,625603,798622,168,3
10500185,GGG,2014B,625603,798633,168,1
10500186,GGG,2014B,625603,798674,168,1
10500187,GGG,2014B,625603,798633,168,2
10500188,GGG,2014B,625603,798633,168,6
10500189,GGG,2014B,625603,798620,168,2
10500190,GGG,2014B,625603,798674,168,15
10500191,GGG,2014B,625603,798633,168,7
10500192,GGG,2014B,625603,798674,168,1
10500193,GGG,2014B,625603,798618,168,4
10500194,GGG,2014B,625603,798633,168,1
10500195,GGG,2014B,625603,798620,168,1
10500196,GGG,2014B,625603,798633,168,2
10500197,GGG,2014B,625603,798618,168,2
10500198,GGG,2014B,608263,798745,168,1
10500199,GGG,2014B,608292,798622,168,2
10500200,GGG,2014B,608263,798622,168,4
10500201,GGG,2014B,608263,798674,168,22
10500202,GGG,2014B,628455,798622,168,2
10500203,GGG,2014B,628455,798752,168,2
10500204,GGG,2014B,628869,798672,168,10
10500205,GGG,2014B,628869,798622,168,1
10500206,GGG,2014B,630522,798622,168,2
10500207,GGG,2014B,630522,798674,168,5
10500208,GGG,2014B,630787,798622,168,1
10500209,GGG,2014B,630863,798618,168,1
10500210,GGG,2014B,630863,798672,168,7
10500211,GGG,2014B,630841,798620,168,5
10500212,GGG,2014B,630841,798620,168,4
10500213,GGG,2014B,630841,798622,168,7
10500214,GGG,2014B,630863,798620,168,1
10500215,GGG,2014B,630863,798620,168,6
10500216,GGG,2014B,630841,798752,168,2
10500217,GGG,2014B,630863,798620,168,2
10500218,GGG,2014B,630863,798620,168,1
10500219,GGG,2014B,630863,798622,168,3
10500220,GGG,2014B,630841,798620,168,2
10500221,GGG,2014B,630841,798689,168,1
10500222,GGG,2014B,618579,798620,168,1
10500223,GGG,2014B,618579,798622,168,3
10500224,GGG,2014B,618579,798620,168,2
10500225,GGG,2014B,613235,798678,168,1
10500226,GGG,2014B,613235,798636,168,13
10500227,GGG,2014B,613235,798622,168,2
10500228,GGG,2014B,613235,798636,168,1
10500229,GGG,2014B,613235,798636,168,3
10500230,GGG,2014B,613131,798622,168,5
10500231,GGG,2014B,613131,798678,168,2
10500232,GGG,2014B,613131,798726,168,2
10500233,GGG,2014B,613131,798752,168,1
10500234,GGG,2014B,613131,798750,168,1
10500235,GGG,2014B,613691,798689,168,1
10500236,GGG,2014B,613691,798622,168,1
10500237,GGG,2014B,612565,798622,168,5
10500238,GGG,2014B,612565,798620,168,1
10500239,GGG,2014B,612565,798689,168,2
10500240,GGG,2014B,612565,798618,168,1
10500241,GGG,2014B,615300,798622,168,2
10500242,GGG,2014B,615283,798622,168,3
10500243,GGG,2014B,615300,798672,168,5
10500244,GGG,2014B,615300,798672,168,1
10500245,GGG,2014B,615300,798674,168,3
10500246,GGG,2014B,615300,798674,168,3
10500247,GGG,2014B,614892,798620,168,5
10500248,GGG,2014B,614892,798620,168,4
10500249,GGG,2014B,614892,798618,168,2
10500250,GGG,2014B,614892,798672,168,1
10500251,GGG,2014B,614892,798618,168,1
10500252,GGG,2014B,614893,798622,168,1
10500253,GGG,2014B,614892,798622,168,3
10500254,GGG,2014B,614892,798672,168,1
10500255,GGG,2014B,614571,798677,168,4
10500256,GGG,2014B,614571,798622,168,1
10500257,GGG,2014B,616851,798622,168,4
10500258,GGG,2014B,616851,798620,168,5
10500259,GGG,2014B,616851,798620,168,6
10500260,GGG,2014B,616672,798622,168,2
10500261,GGG,2014B,616672,798620,168,3
10500262,GGG,2014B,616672,798620,168,4
10500263,GGG,2014B,615425,798636,168,6
10500264,GGG,2014B,615425,798622,168,4
10500265,GGG,2014B,615425,798636,168,2
10500266,GGG,2014B,615425,798636,168,1
10500267,GGG,2014B,615425,798636,168,6
10500268,GGG,2014B,615425,798636,168,1
10500269,GGG,2014B,615425,798674,168,1
10500270,GGG,2014B,615425,798674,168,16
10500271,GGG,2014B,615425,798636,168,1
10500272,GGG,2014B,623010,798622,168,4
10500273,GGG,2014B,623010,798618,168,1
10500274,GGG,2014B,623010,798620,168,2
10500275,GGG,2014B,623010,798620,168,2
10500276,GGG,2014B,623442,798622,168,2
10500277,GGG,2014B,623442,798683,168,1
10500278,GGG,2014B,623442,798683,168,1
10500279,GGG,2014B,620808,798620,168,6
10500280,GGG,2014B,620808,798622,168,3
10500281,GGG,2014B,620808,798620,168,3
10500282,GGG,2014B,620490,798622,168,1
10500283,GGG,2014B,620317,798832,168,1
10500284,GGG,2014B,620317,798622,168,3
10500285,GGG,2014B,620317,798674,168,2
10500286,GGG,2014B,620317,798674,168,4
10500287,GGG,2014B,619952,798681,168,3
10500288,GGG,2014B,619952,798622,168,1
10500289,GGG,2014B,619481,798832,168,1
10500290,GGG,2014B,619481,798622,168,1
10500291,GGG,2014B,618893,798678,168,2
10500292,GGG,2014B,618887,798678,168,2
10500293,GGG,2014B,618887,798689,168,1
10500294,GGG,2014B,618887,798681,168,1
10500295,GGG,2014B,618893,798622,168,3
10500296,GGG,2014B,618887,798622,168,3
10500297,GGG,2014B,622166,798622,168,1
10500298,GGG,2014B,622166,798620,168,1
10500299,GGG,2014B,622166,798620,168,3
10500300,GGG,2014B,621331,798622,168,2
10500301,GGG,2014B,604504,798622,168,1
10500302,GGG,2014B,604504,798672,168,11
10500303,GGG,2014B,606389,798637,168,1
10500304,GGG,2014B,606389,798675,168,1
10500305,GGG,2014B,606389,798689,168,1
10500306,GGG,2014B,606389,798680,168,2
10500307,GGG,2014B,606389,798681,168,14
10500308,GGG,2014B,606389,798620,168,7
10500309,GGG,2014B,606389,798618,168,1
10500310,GGG,2014B,606389,798637,168,1
10500311,GGG,2014B,606389,798637,168,1
10500312,GGG,2014B,606389,798637,168,2
10500313,GGG,2014B,606389,798622,168,19
10500314,GGG,2014B,606389,798637,168,1
10500315,GGG,2014B,606389,798681,168,2
10500316,GGG,2014B,606389,798637,168,1
10500317,GGG,2014B,606389,798752,168,3
10500318,GGG,2014B,606389,798750,168,2
10500319,GGG,2014B,606389,798620,168,4
10500320,GGG,2014B,606389,798832,168,3
10500321,GGG,2014B,599620,798622,168,2
10500322,GGG,2014B,599620,798620,168,2
10500323,GGG,2014B,599620,798620,168,3
10500324,GGG,2014B,602061,798617,168,1
10500325,GGG,2014B,602061,798622,168,2
10500326,GGG,2014B,602061,798672,168,3
10500327,GGG,2014B,601064,798618,168,1
10500328,GGG,2014B,601064,798622,168,1
10500329,GGG,2014B,601064,798618,168,4
10500330,GGG,2014B,603064,798620,168,11
10500331,GGG,2014B,603064,798622,168,2
10500332,GGG,2014B,603064,798620,168,21
10500333,GGG,2014B,380894,798622,168,6
10500334,GGG,2014B,380894,798678,168,2
10500335,GGG,2014B,380894,798726,168,1
10500336,GGG,2014B,380894,798750,168,1
10500337,GGG,2014B,380894,798669,168,1
10500338,GGG,2014B,31107,798678,168,1
10500339,GGG,2014B,31107,798620,168,6
10500340,GGG,2014B,31107,798622,168,11
10500341,GGG,2014B,31107,798620,168,3
10500342,GGG,2014B,64901,798620,168,1
10500343,GGG,2014B,64901,798687,168,12
10500344,GGG,2014B,64901,798622,168,6
10500345,GGG,2014B,64901,798636,168,1
10500346,GGG,2014B,64901,798635,168,1
10500347,GGG,2014B,64901,798633,168,1
10500348,GGG,2014B,64901,798636,168,1
10500349,GGG,2014B,64901,798635,168,1
10500350,GGG,2014B,64901,798633,168,1
10500351,GGG,2014B,64901,798636,168,1
10500352,GGG,2014B,64901,798635,168,1
10500353,GGG,2014B,64901,798633,168,2
10500354,GGG,2014B,64901,798620,168,1
10500355,GGG,2014B,64901,798618,168,1
10500356,GGG,2014B,64901,798636,168,4
10500357,GGG,2014B,64901,798635,168,6
10500358,GGG,2014B,64901,798636,168,1
10500359,GGG,2014B,64901,798633,168,1
10500360,GGG,2014B,64901,798635,168,2
10500361,GGG,2014B,64901,798635,168,13
10500362,GGG,2014B,64901,798633,168,2
10500363,GGG,2014B,64901,798636,168,6
10500364,GGG,2014B,64901,798633,168,10
10500365,GGG,2014B,96423,798618,168,1
10500366,GGG,2014B,96423,798678,168,2
10500367,GGG,2014B,96423,798618,168,1
10500368,GGG,2014B,96423,798618,168,1
10500369,GGG,2014B,96423,798622,168,2
10500370,GGG,2014B,204738,798620,168,1
10500371,GGG,2014B,204738,798618,168,1
10500372,GGG,2014B,204738,798622,168,2
10500373,GGG,2014B,204738,798620,168,3
10500374,GGG,2014B,112441,798635,168,1
10500375,GGG,2014B,112441,798622,168,8
10500376,GGG,2014B,112441,798727,168,1
10500377,GGG,2014B,112441,798688,168,4
10500378,GGG,2014B,112441,798617,168,1
10500379,GGG,2014B,112441,798746,168,3
10500380,GGG,2014B,112441,798738,168,1
10500381,GGG,2014B,112441,798672,168,1
10500382,GGG,2014B,112441,798832,168,2
10500383,GGG,2014B,112441,798740,168,3
10500384,GGG,2014B,112441,798672,168,41
10500385,GGG,2014B,112441,798741,168,3
10500386,GGG,2014B,112441,798690,168,5
10500387,GGG,2014B,133068,798622,168,3
10500388,GGG,2014B,133068,798670,168,2
10500389,GGG,2014B,133068,798670,168,2
10500390,GGG,2014B,124944,798620,168,2
10500391,GGG,2014B,124944,798620,168,10
10500392,GGG,2014B,124944,798622,168,2
10500393,GGG,2014B,124944,798618,168,1
10500394,GGG,2014B,124944,798618,168,1
10500395,GGG,2014B,480590,798622,168,1
10500396,GGG,2014B,508924,798726,168,2
10500397,GGG,2014B,508924,798678,168,2
10500398,GGG,2014B,508924,798681,168,1
10500399,GGG,2014B,508924,798622,168,8
10500400,GGG,2014B,518145,798622,168,4
10500401,GGG,2014B,518145,798754,168,1
10500402,GGG,2014B,518145,798668,168,5
10500403,GGG,2014B,518145,798671,168,13
10500404,GGG,2014B,521644,798674,168,1
10500405,GGG,2014B,394024,798678,168,1
10500406,GGG,2014B,394024,798622,168,1
10500407,GGG,2014B,391937,798772,168,1
10500408,GGG,2014B,391937,798748,168,2
10500409,GGG,2014B,442877,798622,168,3
10500410,GGG,2014B,442877,798682,168,17
10500411,GGG,2014B,447475,798622,168,7
10500412,GGG,2014B,447475,798620,168,6
10500413,GGG,2014B,447475,798618,168,1
10500414,GGG,2014B,447475,798620,168,4
10500415,GGG,2014B,441791,798622,168,1
10500416,GGG,2014B,447475,798620,169,1
10500417,GGG,2014B,447475,798620,169,2
10500418,GGG,2014B,447475,798622,169,1
10500419,GGG,2014B,447475,798618,169,1
10500420,GGG,2014B,511228,798618,169,4
10500421,GGG,2014B,511228,798622,169,3
10500422,GGG,2014B,511228,798618,169,5
10500423,GGG,2014B,511228,798620,169,2
10500424,GGG,2014B,511228,798620,169,2
10500425,GGG,2014B,510874,798633,169,12
10500426,GGG,2014B,510874,798636,169,1
10500427,GGG,2014B,510874,798636,169,13
10500428,GGG,2014B,510874,798635,169,12
10500429,GGG,2014B,510874,798633,169,8
10500430,GGG,2014B,510874,798635,169,8
10500431,GGG,2014B,510874,798636,169,1
10500432,GGG,2014B,510874,798633,169,1
10500433,GGG,2014B,510874,798636,169,1
10500434,GGG,2014B,510874,798633,169,1
10500435,GGG,2014B,510874,798633,169,1
10500436,GGG,2014B,510874,798636,169,1
10500437,GGG,2014B,510874,798636,169,3
10500438,GGG,2014B,510874,798622,169,12
10500439,GGG,2014B,510874,798672,169,23
10500440,GGG,2014B,510874,798633,169,1
10500441,GGG,2014B,510874,798675,169,4
10500442,GGG,2014B,510874,798832,169,1
10500443,GGG,2014B,510874,798674,169,29
10500444,GGG,2014B,480590,798622,169,1
10500445,GGG,2014B,391937,798773,169,1
10500446,GGG,2014B,521644,798674,169,1
10500447,GGG,2014B,518145,798688,169,1
10500448,GGG,2014B,518145,798617,169,5
10500449,GGG,2014B,518145,798671,169,13
10500450,GGG,2014B,518145,798638,169,3
10500451,GGG,2014B,518145,798638,169,1
10500452,GGG,2014B,518145,798638,169,1
10500453,GGG,2014B,518145,798756,169,2
10500454,GGG,2014B,518145,798638,169,4
10500455,GGG,2014B,518145,798622,169,3
10500456,GGG,2014B,518145,798671,169,1
10500457,GGG,2014B,518145,798638,169,1
10500458,GGG,2014B,518145,798757,169,2
10500459,GGG,2014B,518145,798638,169,2
10500460,GGG,2014B,518145,798832,169,2
10500461,GGG,2014B,1897611,798622,169,1
10500462,GGG,2014B,2445562,798622,169,14
10500463,GGG,2014B,2445562,798635,169,1
10500464,GGG,2014B,2445562,798832,169,2
10500465,GGG,2014B,2445562,798633,169,1
10500466,GGG,2014B,2445562,798633,169,1
10500467,GGG,2014B,2445562,798805,169,1
10500468,GGG,2014B,2445562,798635,169,6
10500469,GGG,2014B,2445562,798633,169,3
10500470,GGG,2014B,2445562,798635,169,6
10500471,GGG,2014B,2445562,798694,169,26
10500472,GGG,2014B,2445562,798675,169,11
10500473,GGG,2014B,2445562,798635,169,1
10500474,GGG,2014B,2445562,798635,169,1
10500475,GGG,2014B,2445562,798633,169,1
10500476,GGG,2014B,2445562,798633,169,6
10500477,GGG,2014B,2445562,798635,169,6
10500478,GGG,2014B,2445562,798687,169,9
10500479,GGG,2014B,2445562,798633,169,6
10500480,GGG,2014B,2445562,798691,169,1
10500481,GGG,2014B,2445562,798674,169,8
10500482,GGG,2014B,2682002,798672,169,2
10500483,GGG,2014B,2682002,798636,169,1
10500484,GGG,2014B,2682002,798636,169,1
10500485,GGG,2014B,2682002,798832,169,2
10500486,GGG,2014B,2682002,798754,169,1
10500487,GGG,2014B,2682002,798636,169,8
10500488,GGG,2014B,2682002,798672,169,28
10500489,GGG,2014B,2682002,798622,169,8
10500490,GGG,2014B,2682002,798674,169,4
10500491,GGG,2014B,2682002,798636,169,3
10500492,GGG,2014B,578452,798673,169,1
10500493,GGG,2014B,578452,798622,169,2
10500494,GGG,2014B,577136,798678,169,4
10500495,GGG,2014B,577136,798678,169,1
10500496,GGG,2014B,577136,798622,169,5
10500497,GGG,2014B,577136,798620,169,11
10500498,GGG,2014B,577136,798620,169,12
10500499,GGG,2014B,594167,798622,169,1
10500500,GGG,2014B,594167,798678,169,2
10500501,GGG,2014B,599276,798618,169,4
10500502,GGG,2014B,599276,798618,169,3
10500503,GGG,2014B,599276,798620,169,3
10500504,GGG,2014B,599276,798620,169,2
10500505,GGG,2014B,599276,798622,169,2
10500506,GGG,2014B,596751,798620,169,1
10500507,GGG,2014B,596751,798622,169,3
10500508,GGG,2014B,596751,798681,169,3
10500509,GGG,2014B,596751,798681,169,12
10500510,GGG,2014B,596751,798620,169,1
10500511,GGG,2014B,596513,798620,169,4
10500512,GGG,2014B,596513,798618,169,1
10500513,GGG,2014B,596513,798618,169,2
10500514,GGG,2014B,596513,798622,169,5
10500515,GGG,2014B,596513,798620,169,3
10500516,GGG,2014B,550515,798622,169,3
10500517,GGG,2014B,550515,798757,169,1
10500518,GGG,2014B,550515,798763,169,1
10500519,GGG,2014B,550515,798832,169,1
10500520,GGG,2014B,124944,798741,169,1
10500521,GGG,2014B,124944,798622,169,8
10500522,GGG,2014B,124944,798672,169,27
10500523,GGG,2014B,124944,798677,169,2
10500524,GGG,2014B,124944,798798,169,1
10500525,GGG,2014B,380894,798752,169,1
10500526,GGG,2014B,380894,798678,169,5
10500527,GGG,2014B,380894,798622,169,3
10500528,GGG,2014B,245802,798622,169,1
10500529,GGG,2014B,245802,798726,169,1
10500530,GGG,2014B,204738,798620,169,4
10500531,GGG,2014B,204738,798622,169,2
10500532,GGG,2014B,204738,798620,169,5
10500533,GGG,2014B,204738,798618,169,1
10500534,GGG,2014B,96423,798678,169,1
10500535,GGG,2014B,96423,798620,169,8
10500536,GGG,2014B,96423,798620,169,2
10500537,GGG,2014B,96423,798618,169,1
10500538,GGG,2014B,96423,798622,169,4
10500539,GGG,2014B,31107,798622,169,5
10500540,GGG,2014B,31107,798620,169,4
10500541,GGG,2014B,31107,798620,169,3
10500542,GGG,2014B,64901,798622,169,1
10500543,GGG,2014B,64901,798758,169,1
10500544,GGG,2014B,64901,798832,169,1
10500545,GGG,2014B,632485,798622,169,1
10500546,GGG,2014B,632485,798668,169,1
10500547,GGG,2014B,632485,798668,169,1
10500548,GGG,2014B,632526,798622,169,2
10500549,GGG,2014B,632512,798622,169,1
10500550,GGG,2014B,632526,798750,169,1
10500551,GGG,2014B,632559,798689,169,1
10500552,GGG,2014B,632559,798622,169,1
10500553,GGG,2014B,632559,798689,169,1
10500554,GGG,2014B,631935,798622,169,1
10500555,GGG,2014B,631935,798617,169,1
10500556,GGG,2014B,631953,798620,169,5
10500557,GGG,2014B,631935,798678,169,1
10500558,GGG,2014B,631953,798622,169,1
10500559,GGG,2014B,631953,798620,169,5
10500560,GGG,2014B,633118,798622,169,1
10500561,GGG,2014B,633118,798620,169,2
10500562,GGG,2014B,633118,798620,169,2
10500563,GGG,2014B,633685,798620,169,4
10500564,GGG,2014B,633660,798620,169,3
10500565,GGG,2014B,633685,798622,169,3
10500566,GGG,2014B,633685,798678,169,5
10500567,GGG,2014B,633685,798620,169,3
10500568,GGG,2014B,633685,798674,169,1
10500569,GGG,2014B,633660,798620,169,4
10500570,GGG,2014B,633660,798622,169,2
10500571,GGG,2014B,632959,798622,169,4
10500572,GGG,2014B,633096,798683,169,2
10500573,GGG,2014B,633096,798622,169,7
10500574,GGG,2014B,633096,798673,169,1
10500575,GGG,2014B,633096,798745,169,1
10500576,GGG,2014B,633096,798683,169,3
10500577,GGG,2014B,631290,798831,169,1
10500578,GGG,2014B,631290,798622,169,3
10500579,GGG,2014B,631290,798680,169,1
10500580,GGG,2014B,631290,798832,169,1
10500581,GGG,2014B,631290,798668,169,1
10500582,GGG,2014B,631290,798668,169,44
10500583,GGG,2014B,631290,798675,169,2
10500584,GGG,2014B,631290,798689,169,1
10500585,GGG,2014B,631454,798682,169,13
10500586,GGG,2014B,631454,798622,169,3
10500587,GGG,2014B,631454,798681,169,4
10500588,GGG,2014B,635035,798622,169,7
10500589,GGG,2014B,635035,798678,169,1
10500590,GGG,2014B,635035,798726,169,2
10500591,GGG,2014B,635035,798750,169,2
10500592,GGG,2014B,635035,798752,169,2
10500593,GGG,2014B,634746,798681,169,1
10500594,GGG,2014B,634746,798622,169,3
10500595,GGG,2014B,634746,798689,169,1
10500596,GGG,2014B,634746,798680,169,1
10500597,GGG,2014B,634746,798681,169,1
10500598,GGG,2014B,634848,798622,169,1
10500599,GGG,2014B,634498,798678,169,2
10500600,GGG,2014B,634498,798622,169,2
10500601,GGG,2014B,634404,798636,169,1
10500602,GGG,2014B,634404,798636,169,2
10500603,GGG,2014B,634404,798636,169,1
10500604,GGG,2014B,634404,798672,169,15
10500605,GGG,2014B,634404,798672,169,1
10500606,GGG,2014B,634404,798636,169,1
10500607,GGG,2014B,634404,798636,169,1
10500608,GGG,2014B,634404,798746,169,1
10500609,GGG,2014B,634404,798636,169,8
10500610,GGG,2014B,634404,798622,169,4
10500611,GGG,2014B,634529,798620,169,12
10500612,GGG,2014B,634529,798618,169,2
10500613,GGG,2014B,634529,798620,169,24
10500614,GGG,2014B,634529,798622,169,6
10500615,GGG,2014B,634529,798672,169,10
10500616,GGG,2014B,634529,798618,169,10
10500617,GGG,2014B,634529,798673,169,1
10500618,GGG,2014B,634529,798618,169,12
10500619,GGG,2014B,634234,798620,169,1
10500620,GGG,2014B,634234,798618,169,2
10500621,GGG,2014B,634234,798622,169,1
10500622,GGG,2014B,634234,798620,169,4
10500623,GGG,2014B,633956,798618,169,1
10500624,GGG,2014B,633956,798620,169,12
10500625,GGG,2014B,633956,798622,169,5
10500626,GGG,2014B,633956,798620,169,12
10500627,GGG,2014B,602061,798618,169,1
10500628,GGG,2014B,602061,798622,169,1
10500629,GGG,2014B,602061,798618,169,1
10500630,GGG,2014B,599620,798620,169,6
